city,latitude,longitude
"Claymont,DE",39.8032,-75.4606
"Lenoir City,TN",35.811,-84.2818
"Cross Lanes,WV",38.4351,-81.7706
"Hernando,FL",28.9451,-82.3781
"Girard,OH",41.1666,-80.6963
"Lake Elmo,MN",44.9944,-92.9031
"Cloverdale,CA",38.7961,-123.0151
"Wagoner,OK",35.9641,-95.379
"Sullivan,MO",38.2129,-91.1636
"Calimesa,CA",33.9874,-117.0542
"Ridgefield,WA",45.8114,-122.705
"Fairview,TN",35.9815,-87.1291
"Monett,MO",36.922,-93.9261
"Rapid Valley,SD",44.0674,-103.1223
"Atmore,AL",31.0927,-87.4763
"Golden Valley,AZ",35.206,-114.2327
"Seaside,OR",45.9889,-123.9214
"Livingston,MT",45.6666,-110.5538
"Presque Isle,ME",46.6868,-67.9874
"Chester,SC",34.705,-81.2132
"Lacombe,LA",30.3141,-89.9311
"Clinton,MO",38.3716,-93.7679
"Poteau,OK",35.043,-94.6357
"Orange Park,FL",30.1706,-81.7041
"Clanton,AL",32.844,-86.623
"Needles,CA",34.8164,-114.6189
"Rock Falls,IL",41.7723,-89.6928
"Sanger,TX",33.3716,-97.1677
"Jerseyville,IL",39.1175,-90.3271
"Nevada,MO",37.8445,-94.3492
"Montesano,WA",47.0102,-123.5857
"Monahans,TX",31.6289,-103.0403
"York,SC",34.9967,-81.234
"Corning,CA",39.9282,-122.182
"Elsmere,KY",38.9949,-84.6017
"Farmville,VA",37.2959,-78.4002
"Springfield,FL",30.1713,-85.6089
"Brooksville,FL",28.5404,-82.3903
"Sallisaw,OK",35.4605,-94.807
"Middleton,ID",43.7114,-116.6155
"Tuscumbia,AL",34.7204,-87.7035
"Humboldt,TN",35.8254,-88.9043
"Onalaska,TX",30.8209,-95.1111
"Arab,AL",34.3309,-86.4991
"Fletcher,NC",35.4316,-82.5038
"Buckhannon,WV",38.9927,-80.2282
"Socorro,NM",34.0543,-106.9066
"St. Joseph,MI",42.0967,-86.485
"Dalhart,TX",36.0579,-102.5123
"Orosi,CA",36.5434,-119.2903
"Aurora,MO",36.9674,-93.7183
"Trinidad,CO",37.175,-104.4908
"Lake City,SC",33.8676,-79.7533
"Locust Grove,GA",33.3442,-84.1071
"Monument,CO",39.0735,-104.8467
"Hampton,GA",33.3835,-84.2855
"Bloomingdale,NJ",41.03,-74.3319
"Willits,CA",39.4047,-123.3494
"Clinton,IL",40.1468,-88.9633
"Floresville,TX",29.14,-98.163
"Morehead,KY",38.1906,-83.4467
"Aberdeen,NC",35.135,-79.4326
"Manhasset,NY",40.7884,-73.6943
"St. Martin,MS",30.4399,-88.8651
"Temple Hills,MD",38.8106,-76.9495
"Old Forge,PA",41.3705,-75.7409
"Blair,NE",41.5417,-96.1361
"Seminole,TX",32.7208,-102.6503
"Abingdon,VA",36.7089,-81.9713
"York,NE",40.8698,-97.5928
"Ashland,WI",46.5801,-90.8715
"Rio Bravo,TX",27.3648,-99.482
"Antigo,WI",45.1413,-89.1556
"Creston,IA",41.0597,-94.365
"Webster City,IA",42.4623,-93.8167
"Indiantown,FL",27.0375,-80.4913
"Thurmont,MD",39.621,-77.4076
"Wapato,WA",46.4435,-120.4215
"Cushing,OK",35.9798,-96.7602
"Escalon,CA",37.7912,-120.9982
"Joshua Tree,CA",34.1236,-116.3128
"Yreka,CA",41.7292,-122.6312
"Benton,IL",38.011,-88.9179
"Tyrone,GA",33.4753,-84.5941
"Palmer,AK",61.5971,-149.1147
"Old Town,ME",44.9491,-68.7249
"New London,WI",44.395,-88.7394
"Farmington,AR",36.037,-94.2537
"Tolleson,AZ",33.4484,-112.2561
"Montpelier,VT",44.2658,-72.5717
"Dade City,FL",28.3568,-82.1942
"Winooski,VT",44.4951,-73.1843
"Dahlonega,GA",34.5309,-83.9804
"Hardeeville,SC",32.2951,-81.0318
"Huron,CA",36.2041,-120.0961
"Franklin,NC",35.1798,-83.3808
"Roosevelt,UT",40.2924,-110.0093
"Jackson,WI",43.3237,-88.166
"Morrow,GA",33.5816,-84.3392
"Commerce,GA",34.2133,-83.473
"Austell,GA",33.82,-84.645
"Russellville,KY",36.8393,-86.895
"Meridianville,AL",34.8729,-86.5722
"Flatwoods,KY",38.521,-82.7195
"Marksville,LA",31.1247,-92.0652
"Truth or Consequences,NM",33.1864,-107.2589
"Willis,TX",30.4314,-95.4832
"Trumann,AR",35.6771,-90.5261
"Leitchfield,KY",37.4862,-86.2857
"Catoosa,OK",36.1832,-95.7662
"Woodland,WA",45.9145,-122.7506
"Youngtown,AZ",33.5846,-112.3047
"Lake Hallie,WI",44.8921,-91.4199
"Orchard Mesa,CO",39.0363,-108.5169
"Church Hill,TN",36.5204,-82.715
"Ashville,OH",39.7239,-82.9575
"Ladera Heights,CA",33.9972,-118.374
"Demopolis,AL",32.498,-87.8298
"Trinity,NC",35.8756,-80.0093
"Blackwell,OK",36.8011,-97.3008
"Cumming,GA",34.2064,-84.1337
"Plaquemine,LA",30.2834,-91.2429
"Martins Ferry,OH",40.1014,-80.7253
"Avon,CO",39.6445,-106.5133
"Anadarko,OK",35.0652,-98.2441
"Pratt,KS",37.6764,-98.7451
"Moraine,OH",39.6983,-84.2459
"Emporia,VA",36.6953,-77.5356
"Hurricane,WV",38.4293,-82.0168
"North Riverside,IL",41.8461,-87.8263
"Salem,IN",38.6048,-86.0977
"Douglas,WY",42.7541,-105.3968
"Burnet,TX",30.7496,-98.2383
"Opp,AL",31.2848,-86.257
"Gladewater,TX",32.5426,-94.9465
"Mascotte,FL",28.611,-81.9107
"Stone Mountain,GA",33.8034,-84.1724
"New Castle,CO",39.5776,-107.5267
"Pigeon Forge,TN",35.7977,-83.5623
"Sylvester,GA",31.53,-83.8338
"Boonville,IN",38.0469,-87.2846
"Eagar,AZ",34.1058,-109.2956
"Rib Mountain,WI",44.9196,-89.6763
"Henryetta,OK",35.4421,-95.9848
"Cochran,GA",32.3875,-83.3523
"Sidney,NE",41.134,-102.9681
"Princeton,KY",37.1068,-87.8854
"Edgewood,NM",35.1318,-106.2151
"Childress,TX",34.4293,-100.2516
"Barbourville,KY",36.8667,-83.885
"Metropolis,IL",37.1565,-88.7083
"Williamsburg,KY",36.7392,-84.1647
"Lewistown,MT",47.0514,-109.4524
"Durham,CA",39.6232,-121.7875
"District Heights,MD",38.8588,-76.8885
"Lakemoor,IL",42.3396,-88.2038
"Progreso,TX",26.0962,-97.9566
"Paradise,CA",39.7558,-121.6063
"Brookville,OH",39.8393,-84.4176
"Hutchins,TX",32.6421,-96.7093
"Littlefield,TX",33.9191,-102.3349
"Piedmont,SC",34.7074,-82.4651
"Highgrove,CA",34.0106,-117.3098
"North Manchester,IN",41.0044,-85.775
"Monroeville,AL",31.5162,-87.3279
"Grafton,WV",39.3409,-80.0161
"Princeton,WV",37.3689,-81.0961
"Mathis,TX",28.0909,-97.817
"Starke,FL",29.9474,-82.1129
"East Flat Rock,NC",35.2802,-82.4171
"Jonesborough,TN",36.2959,-82.4766
"Semmes,AL",30.7941,-88.2358
"Warren,AR",33.6113,-92.0677
"Preston,ID",42.0989,-111.8799
"Falcon Heights,MN",44.9899,-93.177
"Elberton,GA",34.1064,-82.8705
"Mena,AR",34.5812,-94.2369
"Sparta,TN",35.9347,-85.4726
"Jim Thorpe,PA",40.8712,-75.7433
"Colby,KS",39.3843,-101.0459
"Robbins,IL",41.6431,-87.708
"Northwood,OH",41.6089,-83.4836
"Black River Falls,WI",44.2981,-90.842
"Jackson,GA",33.292,-83.9678
"Mocksville,NC",35.9006,-80.5631
"Palermo,CA",39.4313,-121.5225
"Floral City,FL",28.7065,-82.309
"New Castle,DE",39.6685,-75.5692
"Morris,MN",45.5856,-95.9048
"Wadesboro,NC",34.9645,-80.0746
"Odessa,MO",38.9988,-93.9666
"Byron,GA",32.6474,-83.7541
"Bisbee,AZ",31.4126,-109.9179
"Gilmer,TX",32.7317,-94.946
"West Wendover,NV",40.7407,-114.0783
"Boulder Creek,CA",37.1341,-122.1271
"South Haven,IN",41.5438,-87.1367
"Crestwood,KY",38.3356,-85.4839
"Silver Springs,NV",39.3826,-119.2149
"Stewartstown,PA",39.7528,-76.5925
"Dundee,FL",28.0115,-81.5995
"Glennville,GA",31.9382,-81.9305
"Winnsboro,LA",32.1651,-91.721
"Parker,AZ",34.0286,-114.2224
"Sheridan,AR",34.2995,-92.4226
"King George,VA",38.2807,-77.1896
"Chinle,AZ",36.1504,-109.5794
"Tucumcari,NM",35.17,-103.7046
"Hummelstown,PA",40.2657,-76.7126
"Dallas,NC",35.3167,-81.1827
"Dillon,MT",45.2177,-112.6348
"Wamego,KS",39.2054,-96.31
"Black Diamond,WA",47.313,-122.0181
"Landrum,SC",35.1747,-82.1849
"New Boston,TX",33.4612,-94.4182
"Benton City,WA",46.2623,-119.4812
"McLoud,OK",35.407,-97.1013
"Port Allen,LA",30.4456,-91.2098
"Campbelltown,PA",40.2761,-76.5848
"Mountain Grove,MO",37.1341,-92.266
"Granite Falls,NC",35.7966,-81.4233
"Bushnell,FL",28.6856,-82.116
"Oak View,CA",34.399,-119.2976
"Scottsville,KY",36.7521,-86.2018
"Dilley,TX",28.6675,-99.1765
"Piedmont,AL",33.9268,-85.6148
"Surfside Beach,SC",33.6093,-78.9772
"Capitol Heights,MD",38.8766,-76.9074
"Ardsley,NY",41.0135,-73.8395
"Jamestown,NC",35.9985,-79.9347
"Pinetop-Lakeside,AZ",34.1486,-109.9658
"King City,OR",45.4011,-122.8071
"Jourdanton,TX",28.9138,-98.5411
"St. James,MN",43.9832,-94.6249
"Clarkdale,AZ",34.7503,-112.055
"Woodbridge,VA",38.6569,-77.2403
"Deer Park,WA",47.9642,-117.4398
"Shallotte,NC",33.9759,-78.3807
"Sullivan,IN",39.0973,-87.4074
"Canton,NC",35.5515,-82.8406
"East Troy,WI",42.7848,-88.3973
"Del Mar,CA",32.9633,-117.2627
"Montgomery,WV",38.1741,-81.3241
"Grant-Valkaria,FL",27.9322,-80.5655
"Oneida,TN",36.5172,-84.5104
"Mulberry,FL",27.9058,-81.9872
"Sissonville,WV",38.5042,-81.6398
"Waverly,OH",39.1256,-82.9836
"Hiram,GA",33.8771,-84.771
"Bellville,TX",29.9472,-96.2598
"Broken Bow,OK",34.0277,-94.7419
"Lancaster,KY",37.6152,-84.5817
"Burns,OR",43.5883,-119.0613
"Rutherfordton,NC",35.3642,-81.9613
"Austin,AR",35.0061,-91.9895
"Marine City,MI",42.7138,-82.5012
"Livingston,TN",36.3875,-85.3265
"Rossville,GA",34.9747,-85.2898
"Mabank,TX",32.3681,-96.114
"Montpelier,OH",41.5817,-84.5968
"Roland,OK",35.4147,-94.5137
"Andrews,SC",33.4494,-79.566
"Belleville,MI",42.2021,-83.4838
"Washington Park,IL",38.6285,-90.0928
"Citronelle,AL",31.0952,-88.2468
"Mojave,CA",35.0139,-118.1895
"Cle Elum,WA",47.1943,-120.9539
"Hohenwald,TN",35.5515,-87.5539
"Welcome,NC",35.9066,-80.2548
"Cisco,TX",32.3848,-98.9805
"Quartzsite,AZ",33.6675,-114.217
"Port St. Joe,FL",29.8267,-85.3069
"Fulton,KY",36.5145,-88.8819
"Mamou,LA",30.6349,-92.4179
"Hesston,KS",38.1403,-97.4272
"Maiden,NC",35.5853,-81.2201
"Hudson,NC",35.8474,-81.4864
"San Manuel,AZ",32.6091,-110.6415
"Meadow Vista,CA",39.003,-121.0304
"Fritch,TX",35.6431,-101.5964
"Mora,MN",45.8768,-93.2914
"North East,MD",39.6077,-75.9414
"Clayton,GA",34.8775,-83.4027
"Gooding,ID",42.9373,-114.7134
"Ozark,AR",35.4995,-93.8431
"Lead,SD",44.3528,-103.7671
"Poteet,TX",29.0372,-98.5728
"Hanover,IN",38.7133,-85.4726
"Llano,TX",30.7508,-98.6763
"Hanceville,AL",34.0634,-86.7651
"Alexander,AR",34.6185,-92.4512
"Wilkesboro,NC",36.142,-81.173
"Claxton,GA",32.1613,-81.9094
"Cuthbert,GA",31.7713,-84.794
"Campo,CA",32.6394,-116.4745
"Hominy,OK",36.422,-96.3929
"Oakridge,OR",43.745,-122.4637
"Elizabethtown,NC",34.6238,-78.6097
"Manila,AR",35.8848,-90.1653
"Nokomis,FL",27.1227,-82.437
"Reno,TX",33.6659,-95.4768
"Peshtigo,WI",45.0556,-87.7476
"Mackinaw,IL",40.5342,-89.3551
"Inwood,WV",39.3538,-78.0552
"Carthage,TN",36.2566,-85.943
"Winchester,CA",33.7146,-117.0775
"Haughton,LA",32.5271,-93.5042
"Pendleton,SC",34.6454,-82.7821
"Somerville,TN",35.2352,-89.3869
"Sugar Creek,MO",39.1421,-94.4018
"Water Valley,MS",34.1622,-89.6301
"Myerstown,PA",40.3722,-76.3055
"Cottonwood,CA",40.3904,-122.2861
"Yerington,NV",38.9554,-119.1101
"Uniontown,OH",40.9736,-81.4045
"Wimberley,TX",29.9849,-98.0906
"Wewoka,OK",35.1441,-96.4967
"Fairfield,TX",31.7184,-96.1697
"Mannford,OK",36.1298,-96.3348
"Springtown,TX",32.9693,-97.6803
"Union City,PA",41.897,-79.8437
"Parowan,UT",37.8326,-112.8296
"Lucedale,MS",30.9312,-88.5959
"Nokomis,IL",39.3001,-89.2854
"Okemah,OK",35.4297,-96.3005
"Hogansville,GA",33.1674,-84.9027
"Paddock Lake,WI",42.5707,-88.1044
"Blountville,TN",36.533,-82.329
"Buffalo,MO",37.6444,-93.0969
"Brownstown,IN",38.8789,-86.0479
"Tishomingo,OK",34.2387,-96.6805
"Eatonville,WA",46.8681,-122.2697
"Clarksville,TX",33.611,-95.0561
"Dadeville,AL",32.8326,-85.7675
"Atkins,AR",35.2414,-92.9465
"Shelby,MT",48.5031,-111.8615
"Strasburg,CO",39.7181,-104.3195
"Nocona,TX",33.7835,-97.7302
"Ramseur,NC",35.7372,-79.6543
"Iuka,MS",34.8077,-88.1978
"Indialantic,FL",28.087,-80.57
"West Burlington,IA",40.8215,-91.1755
"Eufaula,OK",35.2922,-95.5862
"Homer,LA",32.793,-93.0582
"Arcola,IL",39.6833,-88.3013
"Homedale,ID",43.6154,-116.9379
"Cache,OK",34.6297,-98.6181
"Seward,AK",60.1124,-149.3925
"Winnie,TX",29.8167,-94.3807
"Rising Sun,MD",39.7003,-76.0587
"Sale Creek,TN",35.3895,-85.0875
"Refugio,TX",28.3073,-97.275
"Crescent City,FL",29.4375,-81.5173
"Pearisburg,VA",37.3289,-80.7275
"Cohasset,MN",47.2389,-93.6396
"Monticello,GA",33.2955,-83.686
"Wendell,ID",42.7745,-114.7025
"Follansbee,WV",40.3385,-80.5976
"Timberville,VA",38.634,-78.773
"England,AR",34.546,-91.969
"Healdton,OK",34.2335,-97.4868
"Big Lake,AK",61.526,-149.972
"Liberty,NC",35.8555,-79.5682
"Tahoka,TX",33.164,-101.7951
"Port Barre,LA",30.5565,-91.9565
"Keaau,HI",19.6156,-155.0372
"Cabazon,CA",33.9127,-116.7828
"Polkton,NC",35.0031,-80.1963
"Abbeville,AL",31.5664,-85.2528
"Pima,AZ",32.8886,-109.8437
"Brookville,IN",39.423,-85.0105
"Nice,CA",39.1266,-122.8526
"Chase City,VA",36.7998,-78.461
"Oakland City,IN",38.3378,-87.3494
"Quanah,TX",34.2954,-99.7429
"Inman,SC",35.0465,-82.09
"Houston,AK",61.6159,-149.8003
"Ponder,TX",33.1775,-97.291
"Prague,OK",35.4997,-96.6999
"Ashville,AL",33.8331,-86.2698
"Colorado City,CO",37.9365,-104.8459
"Panhandle,TX",35.346,-101.3804
"Ludowici,GA",31.7096,-81.7457
"Alamo,TN",35.783,-89.1168
"Clearlake Oaks,CA",39.0218,-122.6593
"Splendora,TX",30.2324,-95.1616
"Sugarcreek,OH",40.5076,-81.6409
"Lumberton,MS",31.0064,-89.4592
"Jonesville,NC",36.2336,-80.8351
"New Llano,LA",31.097,-93.2767
"West Terre Haute,IN",39.4638,-87.4506
"Pink,OK",35.2327,-97.1002
"Kearny,AZ",33.0564,-110.9074
"Elmendorf,TX",29.258,-98.3219
"Morris,AL",33.7467,-86.8037
"Santa Nella,CA",37.1014,-121.0153
"Elkton,KY",36.8135,-87.161
"Anchor Point,AK",59.7703,-151.7052
"Kahuku,HI",21.6793,-157.9473
"Welch,WV",37.4455,-81.5722
"Jal,NM",32.1148,-103.19
"Kountze,TX",30.3724,-94.3161
"North Pole,AK",64.753,-147.36
"Pardeeville,WI",43.5359,-89.301
"Stratford,TX",36.3376,-102.076
"Three Forks,MT",45.89,-111.5522
"Pearson,GA",31.297,-82.8544
"Estill Springs,TN",35.2753,-86.1395
"Mannington,WV",39.5274,-80.3409
"South Greensburg,PA",40.2783,-79.5473
"Aitkin,MN",46.5289,-93.7067
"Cave Junction,OR",42.1672,-123.6474
"Bull Shoals,AR",36.3747,-92.5903
"Burns Flat,OK",35.3548,-99.1751
"Fairchance,PA",39.8251,-79.754
"Blacksburg,SC",35.1221,-81.5182
"Malta,MT",48.3555,-107.8709
"Foresthill,CA",39.0053,-120.8314
"Medicine Lodge,KS",37.2851,-98.5812
"Clarkesville,GA",34.6103,-83.5284
"Brooklet,GA",32.3898,-81.6668
"Crandon,WI",45.5686,-88.8973
"Coushatta,LA",32.0256,-93.3406
"Idaho Springs,CO",39.7445,-105.5003
"Gilbert,MN",47.4913,-92.4612
"French Lick,IN",38.5462,-86.6202
"Woodville,CA",36.0898,-119.205
"Lorena,TX",31.3818,-97.2127
"Monon,IN",40.8642,-86.8786
"Rector,AR",36.2642,-90.2935
"Westover,AL",33.3685,-86.5346
"Amity,OR",45.1155,-123.2034
"Sparta,NC",36.5034,-81.1217
"Wesson,MS",31.7,-90.396
"Whitewright,TX",33.5108,-96.3955
"Stockton,IL",42.3526,-90.0019
"Rosebud,SD",43.2399,-100.823
"Richlands,NC",34.9003,-77.5427
"Rancho Tehama Reserve,CA",40.001,-122.4418
"Haymarket,VA",38.8122,-77.6363
"Bluff City,TN",36.4589,-82.2769
"Perryopolis,PA",40.0868,-79.7528
"Cade,LA",30.0926,-91.8996
"Burnsville,NC",35.9164,-82.2974
"Wellington,UT",39.5358,-110.7344
"Gordo,AL",33.322,-87.904
"Edmonton,KY",36.9854,-85.6193
"Bernice,LA",32.8276,-92.6584
"Nashua,IA",42.9502,-92.5417
"Morenci,AZ",33.0531,-109.3307
"Owingsville,KY",38.1364,-83.7603
"Dunsmuir,CA",41.2318,-122.2714
"Sumas,WA",48.9956,-122.2695
"Oak Hill,OH",38.8962,-82.5691
"Home Garden,CA",36.3025,-119.6362
"Clinton,LA",30.8614,-91.015
"Kittitas,WA",46.9837,-120.419
"Johnsonville,SC",33.8149,-79.4444
"Porterdale,GA",33.5739,-83.894
"Bismarck,MO",37.7673,-90.6225
"Burkesville,KY",36.7906,-85.3674
"Perryville,AR",35.012,-92.803
"Dover,AR",35.391,-93.1143
"Fayette,MS",31.7123,-91.062
"Iota,LA",30.326,-92.4956
"Walls,MS",34.9257,-90.1604
"San Rafael,NM",35.0878,-107.8895
"Glade Spring,VA",36.7899,-81.7726
"Pelzer,SC",34.6434,-82.4588
"Wellman,IA",41.4693,-91.8354
"Lakeshire,MO",38.54,-90.3384
"Fort Ashby,WV",39.4973,-78.7646
"Callahan,FL",30.5619,-81.832
"Farmingdale,NJ",40.1983,-74.1701
"Sperry,OK",36.2978,-95.9917
"Beverly,OH",39.55,-81.6362
"Okarche,OK",35.7189,-97.9757
"Arlington,GA",31.4383,-84.7253
"Iva,SC",34.307,-82.6636
"Louisville,NE",40.9965,-96.1614
"Latta,SC",34.339,-79.4337
"Mount Hope,WV",37.8976,-81.1738
"Lumpkin,GA",32.0487,-84.7981
"Stoneville,NC",36.4653,-79.9064
"Rush Springs,OK",34.7792,-97.9572
"Colbert,OK",33.8578,-96.5043
"Monteagle,TN",35.2367,-85.8513
"Loyal,WI",44.7366,-90.4959
"Greenback,TN",35.6487,-84.1724
"Byng,OK",34.8659,-96.6678
"Apple Creek,OH",40.7486,-81.8333
"Brodhead,KY",37.4027,-84.4144
"Beaverton,MI",43.8811,-84.4887
"Buchanan,VA",37.5211,-79.6894
"Jeffersonville,OH",39.6522,-83.555
"Ehrenberg,AZ",33.6174,-114.4883
"Yellville,AR",36.2289,-92.686
"Ohatchee,AL",33.7877,-86.028
"Mexico Beach,FL",29.948,-85.4157
"Clendenin,WV",38.4859,-81.3503
"Kyle,SD",43.4245,-102.1802
"Talihina,OK",34.7522,-95.0409
"Maysville,MO",39.8859,-94.3633
"Angel Fire,NM",36.3821,-105.2718
"Panora,IA",41.691,-94.3636
"London,AR",35.328,-93.2417
"Bassett,VA",36.7615,-79.9866
"Fairland,OK",36.7506,-94.8483
"Wink,TX",31.7545,-103.1541
"Groveton,TX",31.0572,-95.1269
"Chetopa,KS",37.0376,-95.0926
"Gray,TN",36.4219,-82.4767
"Walton,IN",40.6622,-86.2441
"Eclectic,AL",32.6387,-86.0386
"Wilhoit,AZ",34.4083,-112.6156
"North English,IA",41.5168,-92.0777
"Rowland,NC",34.5362,-79.2928
"Swansea,SC",33.7395,-81.1053
"Golden Shores,AZ",34.7819,-114.4777
"Carrizozo,NM",33.6433,-105.8411
"Allen,OK",34.8774,-96.413
"Philipsburg,MT",46.3324,-113.296
"Hilltop,OH",41.1627,-80.7408
"Coleman,FL",28.8013,-82.0699
"Pinnacle,NC",36.323,-80.4241
"East Bernstadt,KY",37.1923,-84.1209
"Sandia,TX",28.0199,-97.8701
"Grundy,VA",37.2754,-82.0988
"Seville,FL",29.3364,-81.5065
"Fort Sumner,NM",34.479,-104.2331
"White Plains,KY",37.1708,-87.3801
"Council,ID",44.7324,-116.4374
"Independence,VA",36.6254,-81.1511
"Rushville,NE",42.7134,-102.4665
"Superior,MT",47.1935,-114.892
"Vineland,MN",46.1832,-93.7823
"Marion,MI",44.1006,-85.1438
"Frederica,DE",39.008,-75.4667
"Greenville,GA",33.0322,-84.7162
"Hackett,AR",35.1878,-94.4106
"Crystal Springs,FL",28.183,-82.1539
"Dakota City,IA",42.7229,-94.1977
"Beckville,TX",32.2436,-94.4561
"Crowell,TX",33.9839,-99.7241
"Pahoa,HI",19.4961,-154.9454
"Kansas,OK",36.2058,-94.789
"Hurst,IL",37.8349,-89.1443
"Grapeview,WA",47.3316,-122.8413
"Mountain Pine,AR",34.5693,-93.1726
"Phelps,KY",37.509,-82.1605
"Pleasant Hill,NC",36.258,-80.8904
"Sierra Blanca,TX",31.1834,-105.3395
"Lake View,SC",34.3406,-79.1663
"Ooltewah,TN",35.0723,-85.0546
"Kasilof,AK",60.331,-151.2293
"Concord,VA",37.3426,-78.9862
"Ariton,AL",31.5978,-85.7131
"Smithville,MS",34.068,-88.3983
"Camp Wood,TX",29.669,-100.0108
"White,GA",34.2825,-84.7472
"Lawtey,FL",30.0484,-82.0725
"Pelion,SC",33.7751,-81.2502
"New Straitsville,OH",39.5793,-82.2343
"Udall,KS",37.3889,-97.1177
"Inyokern,CA",35.6546,-117.8212
"Boswell,OK",34.0281,-95.8683
"Kiowa,OK",34.7223,-95.9018
"Watkins,CO",39.6971,-104.5787
"Efland,NC",36.0806,-79.1718
"Pippa Passes,KY",37.3342,-82.8733
"Eldorado Springs,CO",39.9367,-105.2625
"Glenwood,GA",32.1805,-82.6709
"Sunset,TX",33.4479,-97.7663
"Harmony,IN",39.5337,-87.073
"Micanopy,FL",29.506,-82.2806
"Pilot Station,AK",61.9422,-162.8828
"English,IN",38.3408,-86.4592
"Douglas City,CA",40.6636,-122.9261
"Pattison,TX",29.8193,-95.9765
"Enoree,SC",34.6593,-81.9609
"West Milford,WV",39.2044,-80.4034
"Hometown,WV",38.5288,-81.8552
"Fairchild,WI",44.6036,-90.9577
"Knoxville,PA",41.9604,-77.4379
"Campobello,SC",35.1224,-82.1495
"Lawndale,NC",35.4142,-81.5631
"Arnold,NE",41.4232,-100.1936
"Newton Grove,NC",35.2522,-78.3552
"Bailey,NC",35.7807,-78.1128
"Melba,ID",43.3726,-116.5322
"Mountain View,CO",39.7748,-105.0567
"Calypso,NC",35.1548,-78.1044
"Suring,WI",45.0007,-88.3693
"Utica,KY",37.6028,-87.1126
"Elkmont,AL",34.9289,-86.9765
"Strong,AR",33.1079,-92.3598
"Holt,MO",39.4553,-94.3371
"Schulter,OK",35.511,-95.9567
"Rose Bud,AR",35.3249,-92.0811
"Montcalm,WV",37.3516,-81.2515
"Lodge Grass,MT",45.3142,-107.3677
"Parkton,NC",34.9028,-79.0098
"Three Springs,PA",40.197,-77.9819
"Converse,LA",31.7795,-93.7001
"West Goshen,CA",36.349,-119.4516
"Miltona,MN",46.0462,-95.2931
"Salemburg,NC",35.0152,-78.5029
"Huntley,MT",45.8995,-108.3054
"Ronda,NC",36.2217,-80.9432
"Assaria,KS",38.6802,-97.604
"Peachland,NC",34.9931,-80.266
"Sand City,CA",36.6189,-121.8478
"Ranburne,AL",33.5259,-85.339
"Montezuma Creek,UT",37.2563,-109.303
"Naschitti,NM",36.0625,-108.68
"Woodville,GA",33.6715,-83.1063
"Big Springs,NE",41.061,-102.0745
"White Lake,SD",43.7283,-98.712
"Cofield,NC",36.3567,-76.9105
"Sharpsburg,KY",38.2016,-83.9279
"Dinosaur,CO",40.2402,-109.0078
"McLemoresville,TN",35.9863,-88.5801
"Tonalea,AZ",36.3218,-110.9667
"Rowe,NM",35.4922,-105.6715
"Dublin,NC",34.6562,-78.7231
"Millerton,OK",33.9843,-95.019
"Watts,OK",36.1073,-94.5717
"Arpin,WI",44.5394,-90.0315
"Little Mountain,SC",34.1968,-81.4128
"Dexter,KY",36.7396,-88.2956
"Oaks,OK",36.1695,-94.8526
"Hawkins,WI",45.5114,-90.7148
"Shirley,AR",35.6442,-92.3137
"Riverside,WA",48.5049,-119.51
"Byars,OK",34.8724,-97.0541
"Smartsville,CA",39.2053,-121.2928
"Wheeling,MO",39.7862,-93.386
"Backus,MN",46.8207,-94.5149
"Mantoloking,NJ",40.0435,-74.0514
"Mashantucket,CT",41.4645,-71.9746
"Nikolaevsk,AK",59.8295,-151.5964
"Copper Center,AK",61.9845,-145.3544
"Aspers,PA",39.9764,-77.226
"Walloon Lake,MI",45.2719,-84.9413
"Chunchula,AL",30.9237,-88.2072
"Mount Hope,WI",42.9697,-90.8596
"Noma,FL",30.9802,-85.6223
"Hiseville,KY",37.1008,-85.8149
"Industry,CA",34.0175,-117.9267
"Peterson,MN",43.7868,-91.8333
"Pittsburg,OK",34.7116,-95.8502
"Bremen,KY",37.3623,-87.2201
"Braxton,MS",32.0264,-89.9715
"Lehigh,KS",38.3745,-97.3022
"Maeystown,IL",38.2267,-90.233
"Booneville,KY",37.4702,-83.6828
"Pentress,WV",39.7101,-80.1685
"Moorland,IA",42.4414,-94.2954
"Volant,PA",41.1132,-80.2589
"Pine River,WI",44.1483,-89.0757
"Brandywine,WV",38.6219,-79.2413
"Sedalia,CO",39.4396,-104.9699
"Kingsbury,TX",29.6541,-97.8
"Deer Park,AL",31.2198,-88.3226
"Bascom,FL",30.9278,-85.1181
"Rosalia,KS",37.8158,-96.625
"Millston,WI",44.1885,-90.6446
"Rome,OH",38.6657,-83.3793
"Pembine,WI",45.6367,-87.9918
"Fairview,OH",40.0573,-81.235
"Talking Rock,GA",34.5277,-84.4941
"Little Orleans,MD",39.6308,-78.3921
"Valdez,CO",37.1239,-104.6794
"Brandon,CO",38.4464,-102.4412
"Franklin County,MO",38.4021095,-91.0841241
"Old Bridge,NJ",40.399178000000006,-74.3409035740521
"Evangeline Parish,LA",30.6976776,-92.4217813
"Gunlock,KY",37.547597,-82.9259979
"Chapeno,TX",26.53466625,-99.14969576259185
"Derry,NH",42.8808677,-71.3264492
"Orange County,FL",28.495156,-81.3111658
"Smyrna,ME",46.1591454,-68.0941202
"Whitehaven,TN",35.0273144,-90.0292581
